id,drafted,hs,col
bowmama01,True,"St. Albans School (Washington, DC)","Princeton University (Princeton, NJ)"
bowyetr01,True,"Bedford HS (Bedford, VA)",
boxbebr01,True,"Foothill HS (North Tustin, CA)","University of Southern California (Los Angeles, CA)"
boydma01,True,"Eastside Catholic HS (Sammamish, WA)","Oregon State University (Corvallis, OR)"
boyerbl01,True,"Walton HS (Marietta, GA)",
brachbr01,True,"Freehold Township HS (Freehold, NJ)","Monmouth University (West Long Branch, NJ)"
brachsi01,False,,
brackan01,False,,
braddza01,True,"Gloucester Catholic HS (Gloucester City, NJ)","Burlington County College (Pemberton, NJ)"
bradeda01,True,"Amos Alonzo Stagg HS (Stockton, CA)","American River College (Sacramento, CA)"
bradfch02,True,"Silverado HS (Las Vegas, NV)","University of Central Florida (Orlando, FL)"
bradlar01,True,"Broken Arrow HS (Broken Arrow, OK)",
bradlja02,True,"Prince George HS (Prince George, VA)","University of South Carolina (Columbia, SC)"
bradlje01,True,"Huntsville HS (Huntsville, AL)","Georgia Institute of Technology (Atlanta, GA)"
bradlmi01,True,"Polytechnic HS (Long Beach, CA)",
bradymi01,True,"Santa Margarita Catholic HS (Rancho Santa Margarita, CA)","University of California, Berkeley (Berkeley, CA)"
brantmi02,True,"Central HS (Fort Pierce, FL)",
brantro01,True,"Chaparral HS (Temecula, CA)","University of California, Riverside (Riverside, CA)"
brasiry01,True,"Rider HS (Wichita Falls, TX)","Weatherford College (Weatherford, TX)"
braulst01,True,"Grossmont HS (El Cajon, CA)","Regis University (Denver, CO)"
braunry01,True,"Edison HS (Fresno, CA)","Wake Forest University (Winston-Salem, NC)"
braunry02,True,"Granada Hills HS (Granada Hills, CA)","University of Miami (Coral Gables, FL)"
braybi01,True,"Ocean Lakes HS (Virginia Beach, VA)","College of William and Mary (Williamsburg, VA)"
brazecr01,True,"Montgomery HS (Montgomery, AL)",
brazede01,True,"Tullahoma HS (Tullahoma, TN)","Middle Tennessee State University (Murfreesboro, TN)"
brazoyh01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
breale01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
brebbjo01,True,"Wellington Community HS (Wellington, FL)","Elon University (Elon, NC)"
bregmal01,True,"Albuquerque Academy (Albuquerque, NM)","Louisiana State University (Baton Rouge, LA)"
brentbr01,True,"South Doyle HS (Knoxville, TN)",
breslcr01,True,"Trumbull HS (Trumbull, CT)","Yale University (New Haven, CT)"
brettry01,True,"Highline HS (Burien, WA)",
brewech01,True,"Chaparral HS (Scottsdale, AZ)","University of California, Los Angeles (Los Angeles, CA)"
breweco01,True,"Canton HS (Canton, TX)",
briceau01,True,"Northwood HS (Pittsboro, NC)",
bricejo01,False,,
bridwpa01,True,"Hereford HS (Hereford, TX)",
brighja01,True,"Central Florida Christian Academy (Ocoee, FL)",
brighje01,True,"Thomas Jefferson HS (Auburn, WA)","University of Washington (Seattle, WA)"
brignre01,True,"St. Amant HS (St. Amant, LA)",
brinsle01,True,"Coral Springs HS (Coral Springs, FL)",
britoeu01,False,"Sabana de la Mar (Sabana de la Mar, Dominican Republic)",
britoju01,False,"Santiago Rodriguez (Santiago Rodriguez, Dominican Republic)",
britoso01,False,,
brittch01,True,"Plantation HS (Plantation, FL)",
brittdr01,True,"Tomball HS (Tomball, TX)",
brittza01,True,"Weatherford HS (Weatherford, TX)",
broadla01,True,"Grand Prairie HS (Grand Prairie, TX)","Dallas Baptist University (Dallas, TX)"
broadmi01,True,"Pope County HS (Golconda, IL)",
brockta01,True,"Hawthorne HS (Hawthorne, CA)",
brodebr01,True,"Washington HS (Phoenix, AZ)","Grand Canyon University (Phoenix, AZ)"
brohatr01,True,"South Dorchester HS (Cambridge, MA)","University of Nebraska at Lincoln (Lincoln, NE)"
brookaa01,True,"Cajon HS (San Bernardino, CA)","California State University San Bernardino (San Bernardino, CA)"
brookfr01,True,"Sheepshead Bay HS (Brooklyn, NY)","St. Peter's College (Jersey City, NJ)"
brothre01,True,"Shelbyville Central HS (Shelbyville, TN)","Lipscomb University (Nashville, TN)"
brousbe01,True,"Hardin-Jefferson HS (Sour Lake, TX)","McNeese State University (Lake Charles, LA)"
brownan01,True,"Trinity Christian Academy (Deltona, FL)",
brownan02,True,"Newman Smith HS (Carrollton, TX)","University of Nebraska at Lincoln (Lincoln, NE)"
brownba01,False,,
brownbr02,True,"Portal HS (Portal, GA)","University of Georgia (Athens, GA)"
brownco01,True,"H. B. Plant HS (Tampa, FL)","Oklahoma State University (Stillwater, OK)"
browndo01,True,"Redan HS (Stone Mountain, GA)",
browndu01,True,"Bradshaw Mountain HS (Prescott Valley, AZ)","Yavapai College (Prescott, AZ)"
brownga02,True,"Diamond Bar HS (Diamond Bar, CA)","California State University Fullerton (Fullerton, CA)"
brownja04,True,"Meridian HS (Meridian, MS)","Meridian Community College (Meridian, MS)"
brownje02,True,"Hueytown HS (Hueytown, AL)","University of Alabama (Tuscaloosa, AL)"
brownjo05,False,,
brownma05,True,"Marshall HS (Falls Church, VA)",
browntr01,True,"William S. Hart HS (Santa Clarita, CA)","University of California, Los Angeles (Los Angeles, CA)"
broxtjo01,True,"Burke County HS (Waynesboro, GA)",
broxtke01,True,"Lakeland Senior HS (Lakeland, FL)","Santa Fe Community College (Gainesville, FL)"
bruceja01,True,"West Brook HS (Beaumont, TX)",
brugmja01,True,"Desert Vista HS (Phoenix, AZ)","Brigham Young University (Provo, UT)"
brumbcl01,True,"William Penn HS (New Castle, DE)","University of Delaware (Newark, DE)"
brummty01,False,,
brunebr01,True,"Warrenton HS (Warrenton, OR)",
bruneju01,True,"Ocean View HS (Huntington Beach, CA)","San Diego State University (San Diego, CA)"
brunter01,True,"Harrison HS (West Lafayette, IN)","Stanford University (Palo Alto, CA)"
bryankr01,True,"Bonanza HS (Las Vegas, NV)","University of San Diego (San Diego, CA)"
bubelja01,True,"Cypress Falls HS (Houston, TX)","Blinn College (Brenham, TX)"
buchabr01,True,"Fairfax HS (Fairfax, VA)","University of Virginia (Charlottesville, VA)"
buchada01,True,"Fayette County HS (Fayetteville, GA)","Chipola College (Marianna, FL)"
buchaja01,True,"North Gaston HS (Gastonia, NC)","North Carolina State University (Raleigh, NC)"
buchhcl01,True,"Lumberton HS (Lumberton, TX)","Angelina College (Lufkin, TX)"
buchhta01,True,"Springfield HS (Springfield, PA)",
buchtry01,True,"Highland Regional HS (Blackwood, NJ)","Gloucester County College (Sewell, NJ)"
buckjo01,True,"Taylorsville HS (Taylorsville, UT)",
bucknbi02,True,"Salem HS (Conyers, GA)","University of South Carolina (Columbia, SC)"
bucktr01,True,"Richland HS (Richland, WA)","Arizona State University (Tempe, AZ)"
buddery01,True,"Midwest City HS (Midwest City, OK)","Oklahoma State University (Stillwater, OK)"
budzima01,True,"Severna Park HS (Severna Park, MD)","University of Richmond (Richmond, VA)"
buehlwa01,True,"Henry Clay HS (Lexington, KY)","Vanderbilt University (Nashville, TN)"
buehrma01,True,"Francis Howell North HS (St. Charles, MO)","Jefferson College (Hillsboro, MO)"
buenofr01,False,,
buentja01,False,,
bukviry01,True,"Northwest Rankin HS (Flowood, MS)","Delta State University (Cleveland, MS)"
bulgeja01,True,"Brookwood HS (Snellville, GA)","Valdosta State University (Valdosta, GA)"
bullibr01,True,"Madison Consolidated HS (Madison, IN)","Ball State University (Muncie, IN)"
bumgama01,True,"South Caldwell HS (Hudson, NC)",
bummeaa01,True,"Sunrise Mountain HS (Peoria, AZ)","University of Nebraska at Lincoln (Lincoln, NE)"
bumpna01,True,"Towanda HS (Towanda, PA)","Pennsylvania State University (State College, PA)"
bundydy01,True,"Owasso HS (Owasso, OK)",
burawda01,True,"Rocky Point HS (Rocky Point, NY)","St. John's University (Queens, NY)"
burdini01,True,"Downers Grove South HS (Downers Grove, IL)","University of Louisville (Louisville, KY)"
burgoam01,False,"San Jose de Villa (Nagua, Dominican Republic)",
burgoen02,False,,
burgohi01,True,"Puerto Rico Baseball Academy (Gurabo, Puerto Rico)","Bethune-Cookman College (Daytona Beach, FL)"
burkech01,True,"St. Xavier HS (Louisville, KY)","University of Tennessee (Knoxville, TN)"
burkegr01,False,"Gloucester Catholic HS (Gloucester City, NJ)","Duke University (Durham, NC)"
burkeja02,True,"Roseburg HS (Roseburg, OR)","Oregon State University (Corvallis, OR)"
burkhmo01,False,"Hazelwood West HS (Hazelwood, MO)","Texas State University (San Marcos, TX)"
burneal01,True,"Ocean View HS (Huntington Beach, CA)",
burneco01,True,"Centennial HS (Bakersfield, CA)","St. Mary's College of California (Moraga, CA)"
burnese01,True,"Wellington Community HS (Wellington, FL)",
burnsan01,True,"Rocky Mountain HS (Fort Collins, CO)","University of Arizona (Tucson, AZ)"
burnsbi02,True,"Walton HS (Marietta, GA)","Mercer University (Macon, GA)"
burnsco01,True,"Mountain Ridge HS (Glendale, AZ)","University of Arizona (Tucson, AZ)"
burnsmi01,True,"Diamond Bar HS (Diamond Bar, CA)","California State University Los Angeles (Los Angeles, CA)"
burrebr01,True,"Sam Barlow HS (Gresham, OR)","Mount Hood Community College (Gresham, OR)"
burrepa01,True,"Bellarmine College Preparatory (San Jose, CA)","University of Miami (Coral Gables, FL)"
burriem01,True,"Woodrow Wilson HS (Washington, DC)","Kent State University (Kent, OH)"
burrose01,True,"Woodrow Wilson HS (Long Beach, CA)",
burrry01,True,"Highlands Ranch HS (Highlands Ranch, CO)","Arizona State University (Tempe, AZ)"
burtoja01,True,"West Oak HS (Westminster, SC)","Western Carolina University (Cullowhee, NC)"
buschbr01,True,"Terry Parker HS (Jacksonville, FL)","Central Florida Community College (Ocala, FL)"
buschma01,True,"Lafayette HS (Wildwood, MO)","Vanderbilt University (Nashville, TN)"
busenal01,True,"Athens Christian HS (Athens, GA)","Kennesaw State University (Kennesaw, GA)"
bushda01,True,"Conestoga HS (Berwyn, PA)","Wake Forest University (Winston-Salem, NC)"
bushma01,True,"Mission Bay HS (San Diego, CA)",
bussni01,True,"De La Salle Collegiate HS (Warren, MI)","University of Southern California (Los Angeles, CA)"
buterdr01,True,"Bishop Moore HS (Orlando, FL)","University of Central Florida (Orlando, FL)"
butlebi03,True,"Wolfson HS (Jacksonville, FL)",
butlebr02,True,"Scotland HS (Laurinburg, NC)",
butleda01,False,,"Arizona State University (Tempe, AZ)"
butleed01,True,,"Radford University (Radford, VA)"
butlejo03,True,"San Ramon Valley HS (Danville, CA)","University of San Diego (San Diego, CA)"
butlejo04,True,"Pascagoula HS (Pascagoula, MS)","Mississippi Gulf Coast Community College (Perkinston, MS)"
butleke01,True,"Butler County HS (Morgantown, KY)","Wabash Valley College (Mount Carmel, IL)"
buttrty01,True,"Providence HS (Charlotte, NC)",
buxtoby01,True,"Appling County HS (Baxley, GA)",
bynumfr01,True,"Bedingfield HS (Wilson, NC)","Pitt Community College (Winterville, NC)"
bynummi01,True,"Middleburg HS (Middleburg, FL)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
byrdma01,True,"Sprayberry HS (Marietta, GA)","Georgia Institute of Technology (Atlanta, GA)"
byrneer01,True,"St. Francis HS (Mountain View, CA)","University of California, Los Angeles (Los Angeles, CA)"
cabrace01,False,,
cabreal02,False,"Caripito (Caripito, Venezuela)",
cabreal03,False,,
cabreas01,False,Placida Maneiro (Venezuela),
cabreda01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
cabreed01,False,,
cabreev01,False,"Instituto Autonoma Jose Dolores Estrada (Managua, Nicaragua)",
cabrefe01,True,"Discipulos de Cristo (Toa Baja, Puerto Rico)",
cabrema01,False,,
cabreme01,False,,
cabremi01,False,"Maracay (Maracay, Venezuela)",
cabrera01,False,,
cahiltr01,True,"Vista HS (Vista, CA)",
cainlo01,True,"Madison County HS (Madison, FL)","Tallahassee Community College (Tallahassee, FL)"
cainma01,True,"Houston HS (Germantown, TN)",
cairnca01,False,"Cairns (Cairns, Australia)",
calerki01,True,"University Garden HS (Rio Piedras, Puerto Rico)","Miami-Dade College, Kendall Campus (Miami, FL)"
calhoko01,True,"Buckeye HS (Buckeye, AZ)","Arizona State University (Tempe, AZ)"
calhowi01,True,"Benicia HS (Benicia, CA)","University of Arizona (Tucson, AZ)"
calica01,True,"Naples Senior HS (Naples, FL)","Florida Atlantic University (Boca Raton, FL)"
calixor01,False,,
callaal01,False,"Instituto de Formacion (Aragua, Venezuela)",
callaja01,True,"Dillon HS (Dillon, SC)",
calloro01,True,"James Lick HS (San Jose, CA)","Canada College (Redwood City, CA)"
calzana01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
camarjo01,False,,
camerke01,True,"Joliet Catholic Academy (Joliet, IL)","Georgia Institute of Technology (Atlanta, GA)"
caminar01,False,,
cammaer01,True,"Nederland HS (Nederland, TX)","Lamar University (Beaumont, TX)"
campato01,True,"Springboro HS (Springboro, OH)","University of Cincinnati (Cincinnati, OH)"
campbbr02,True,"Douglas County HS (Douglasville, GA)","University of Georgia (Athens, GA)"
campber01,True,"Norwich Free Academy (Norwich, CT)","Boston College (Chestnut Hill, MA)"
campijo01,False,,
campovi01,False,,
campole01,False,,
campsh01,True,"James W. Robinson, Jr. SS (Fairfax, VA)","George Mason University (Fairfax, VA)"
candeje01,False,,
canhama01,True,,
canizba01,False,,
cannian01,True,"St. Pauls HS (New Orleans, LA)","Tulane University (New Orleans, LA)"
canoro01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
cantujo01,False,"Reynosa (Reynosa, Mexico)",
canzlru01,True,"Hazleton HS (Hazleton, PA)",
capeljo01,False,San Antonio de Padera (Dominican Republic),
cappsca01,True,"North Lenoir HS (LaGrange, NC)","Mount Olive College (Mount Olive, NC)"
cappsma01,True,"Alexander HS (Douglasville, GA)",
capuach01,True,"Our Lady of Hope Cathedral HS (Springfield, MA)","Duke University (Durham, NC)"
carasma01,True,"Berlin HS (Berlin, CT)","St. John's University (Queens, NY)"
caratvi01,True,"Puerto Rico Baseball Academy (Gurabo, Puerto Rico)","Miami-Dade College, Kendall Campus (Miami, FL)"
cardead01,False,,
cardoja01,True,"Dorado (Dorado, Puerto Rico)","Lake Land College (Mattoon, IL)"
cardust01,True,"St. Thomas Aquinas HS (Fort Lauderdale, FL)","Florida State University (Tallahassee, FL)"
carides01,False,,
carigan01,True,"Norwich Free Academy (Norwich, CT)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
carlesh01,True,"Scotts Valley HS (Scotts Valley, CA)","California State University Long Beach (Long Beach, CA)"
carlilu01,True,"Philemon Wright HS (Hull, QC)","Northeastern University (Boston, MA)"
carlsje01,True,"Berlin HS (Berlin, CT)","University of Connecticut (Storrs, CT)"
carmofa01,False,,
carpean01,True,"Vacaville HS (Vacaville, CA)","California State University Chico (Chico, CA)"
carpebu01,False,"West Fork HS (West Fork, AR)","University of Arkansas (Fayetteville, AR)"
carpech02,True,"Bryan HS (Bryan, OH)","Kent State University (Kent, OH)"
carpeda01,True,"East Fairmont HS (Fairmont, WV)","West Virginia University (Morgantown, WV)"
carpeda02,True,"South Grand Prairie HS (Grand Prairie, TX)","New Mexico Junior College (Hobbs, NM)"
carpema01,True,"Lawrence E Elkins HS (Missouri City, TX)","Texas Christian University (Fort Worth, TX)"
carpery01,True,"Cactus HS (Glendale, AZ)","Gonzaga University (Spokane, WA)"
carpmi01,True,"Lakewood HS (Lakewood, CA)",
carraca01,False,Liceo Federico Carmona (Venezuela),
carradj01,True,"Hayward HS (Hayward, CA)","Chabot College (Hayward, CA)"
carreez01,False,Dr. Domingo Badarraco Bermudez (Venezuela),
carrejo01,False,,
carrice01,True,"Mount Carmel HS (Chicago, IL)","University of Miami (Coral Gables, FL)"
carrobr01,True,"Knoxville HS (Knoxville, TN)","Middle Tennessee State University (Murfreesboro, TN)"
carroco01,True,"Mount Juliet HS (Mount Juliet, TN)","University of Southern Mississippi (Hattiesburg, MS)"
carroja01,True,"Castle HS (Newburgh, IN)","John A Logan College (Carterville, IL)"
carrosc02,True,"Liberty HS (Liberty, MO)","Missouri State University (Springfield, MO)"
carsoma01,True,"Yucaipa HS (Yucaipa, CA)","Brigham Young University (Provo, UT)"
carsoro01,True,"Hattiesburg HS (Hattiesburg, MS)",
cartech01,True,"De La Salle HS (Concord, CA)","Stanford University (Palo Alto, CA)"
cartech02,True,"Sierra Vista HS (Las Vegas, NV)",
carvama01,False,,
casalcu01,True,"New Canaan HS (New Canaan, CT)","Vanderbilt University (Nashville, TN)"
cashke01,False,"Gaither HS (Tampa, FL)","Florida State University (Tallahassee, FL)"
cashnan01,True,"Conroe HS (Conroe, TX)","Texas Christian University (Fort Worth, TX)"
casilal01,False,Enedia Puello Renville (Dominican Republic),
casimca01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
cassebo01,False,,
casseja01,True,"Kennedy HS (Los Angeles, CA)","Los Angeles Pierce College (Woodland Hills, CA)"
cassisc01,False,"Liverpool HS (Liverpool, NY)","University of South Carolina Aiken (Aiken, SC)"
casteal01,True,"Coral Park HS (Miami, FL)","Belmont Abbey College (Belmont, NC)"
casteni01,True,"Archbishop McCarthy HS (Southwest Ranches, FL)",
castial02,True,,"Miami-Dade College, Wolfson Campus (Miami, FL)"
castidi01,False,,
castifa01,False,,
castijo02,False,"Las Mercedes (Las Mercedes, Venezuela)",
castijo03,False,,
castile01,False,,
castilu02,False,,
castiru02,False,,
castiwe01,False,,
castiwi01,False,Francisco Gregorio Billini (Dominican Republic),
castoko01,True,"North Marion HS (Aurora, OR)","University of Portland (Portland, OR)"
castran01,True,,"Western Oklahoma State College (Altus, OK)"
castrbe01,False,,
castrda01,False,,
castrfa01,False,,
castrha01,False,,
castrja01,True,"Castro Valley HS (Castro Valley, CA)","Stanford University (Palo Alto, CA)"
castrmi01,False,,
castrra02,False,,
castrsi01,False,,
castrst01,False,,
catetr01,True,"Fallbrook Union HS (Fallbrook, CA)","Brigham Young University-Idaho (Rexburg, ID)"
cavazan01,True,"Brazoswood HS (Clute, TX)",
caveja01,True,"Kecoughtan HS (Hampton, VA)",
cecchga01,True,"Alfred M. Barbe HS (Lake Charles, LA)",
cecchga02,True,"Alfred M. Barbe HS (Lake Charles, LA)",
cecilbr01,True,"DeMatha HS (Hyattsville, MD)","University of Maryland (College Park, MD)"
cecilda01,True,"Madras HS (Madras, OR)","Columbia Basin College (Pasco, WA)"
cedajo01,False,,
cedenro02,False,"Carabobo (Carabobo, Venezuela)",
cedenxa01,False,"Asuncion Rodriguez (Guyanilla, Puerto Rico)","Miami-Dade College, North Campus (Miami, FL)"
centeju01,True,"Antonio Luchetti (Arecibo, Puerto Rico)",
cepicma01,True,"Vianney HS (Kirkwood, MO)","Missouri State University (Springfield, MO)"
cerdaja01,True,"Selma HS (Selma, CA)","Fresno City College (Fresno, CA)"
cerroju01,False,,
cervefr01,False,,
cervehu01,True,"Ross S. Sterling HS (Baytown, TX)",
